"Set","lf","rth","mas","mp","bll","lp","ldp","psc","qcf","cuesim","dprom","cueweighting","ndistr","Publication","Lang","Method","Measure","WM","Cue","IntType","DistrPos","DepType","VerbType","Prominence1","Prominence2","Prominence","Fit","Fit_Match","Fit_Mismatch","R"
5,0.2,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.8,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8582,0.4238,1.2926,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.8,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.01255,2.0512,5.999,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.8,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.6741,41.7736,31.1492,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.9,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.5632,0.5326,0.5938,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.9,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5059,1.813,1.1988,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.9,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.66845,1.548,39.5778,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.9,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.5476,6.5476,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.9,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.5298,5.5298,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.9,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.9305,1.3322,0.5288,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.9,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.91485,1.8454,5.814,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.9,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.8513,42.3242,30.7568,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,4,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.2713,0.2372,0.3054,1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,4,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5079,1.0044,2.0114,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,4,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.45355,1.2494,39.3154,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,4,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.304,6.304,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,4,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.26,5.26,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,4,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.9255,0.6248,1.2262,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,4,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.82035,1.627,5.6544,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,4,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.9302,42.7314,30.258,1
4,0.175,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",28.8206,28.8206,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",105.695,105.695,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.11895,17.3074,5.5842,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",13.6672,37.2566,17.4122,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",10.9607,37.9616,2.9406,-1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",20.5612,20.5612,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",18.4987,36.9974,NA,1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",15.98025,9.025,27.448,1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",27.7723,28.952,41.0686,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",21.1499,13.6032,35.4982,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",0.5714,1.1428,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",27.22,27.22,NA,1
6,0.225,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",3.3916,3.3916,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",50.1452,50.1452,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",40.484,40.484,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",4.2892,4.2892,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",3.9585,7.917,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-0.9,-2.5,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",5.5336,1.0006,10.0666,1
2,0.125,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.194,0.194,NA,1
2,0.125,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.7937,1.5874,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.5,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",5.7264,5.7264,NA,1
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",3.2735,1.124,5.423,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",8.82145,15.3878,9.949,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.5,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",10.9652,16.6904,27.1704,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",28.7116,28.7116,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",106.4826,106.4826,NA,1
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.12765,16.6982,5.9062,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",13.77305,36.8354,18.2568,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",11.15935,37.2066,3.7154,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",19.5494,19.5494,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",18.8532,37.7064,NA,1
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",16.0094,10.0076,27.015,1
2,0.125,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",27.85925,28.6522,41.3924,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",21.264,12.4868,36.2846,1
2,0.125,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",1.0467,2.0934,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",26.2004,26.2004,NA,1
6,0.225,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",2.848,2.848,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",49.1984,49.1984,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",40.2544,40.2544,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",3.9288,3.9288,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",4.2121,8.4242,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-0.9,-2.4,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",4.8307,0.7356,8.9258,1
2,0.125,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.203,0.203,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.7749,1.5498,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.4,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",5.3288,5.3288,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",3.3675,0.4936,6.2414,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",8.2956,15.5548,8.8138,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.4,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",11.1136,16.2742,28.1802,-1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",27.5402,27.5402,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",104.7294,104.7294,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.10885,15.905,6.2652,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.02375,36.8522,19.2428,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",11.1931,40.3428,2.2148,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",19.2066,19.2066,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",18.8873,37.7746,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",16.3926,10.7072,27.4316,1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",27.4682,30.5264,39.6732,1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",21.3075,13.1024,36.0638,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",0.6069,1.2138,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",25.615,25.615,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",1.7174,1.7174,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",49.8058,49.8058,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",39.8786,39.8786,NA,1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",3.221,3.221,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",4.3237,8.6474,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-0.9,-2.3,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",4.8581,0.4124,9.3038,1
2,0.125,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.3462,0.3462,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.8487,1.6974,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.3,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",4.9482,4.9482,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",3.7967,0.879,6.7144,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",8.68075,15.805,9.459,-1
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.3,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",11.2305,17.1196,27.8024,-1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",26.5578,26.5578,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",105.2044,105.2044,NA,1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.4469,17.8092,5.9892,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.00065,36.7194,19.2832,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",11.07865,38.807,2.7538,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",18.369,18.369,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",19.0228,38.0456,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",16.01215,11.7662,26.1412,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",27.23055,30.749,39.0866,1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",21.70955,13.623,36.6076,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",1.1456,2.2912,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",23.6994,23.6994,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",2.8044,2.8044,NA,1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",48.904,48.904,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",39.8892,39.8892,NA,1
6,0.225,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",3.2446,3.2446,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",4.4607,8.9214,NA,1
14,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-0.8,-2.2,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",4.6764,2.3216,7.0312,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.151,0.151,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.9634,1.9268,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.2,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",3.1762,3.1762,NA,1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",3.7646,3.2226,4.3066,1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",9.0807,17.544,9.3894,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.2,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",11.23255,18.0182,26.912,-1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.1,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",26.7588,26.7588,NA,1
7,0.25,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,-2.1,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",104.2244,104.2244,NA,1
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.1,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.25205,17.9654,5.5214,-1
2,0.125,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.1,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",13.79205,37.2682,17.9,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.1,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",11.1612,37.9372,3.3538,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-2.1,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",18.6328,18.6328,NA,1
